Ob,X500.Level,ADJOE,ADJDE,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,WAB,YEAR,NCAA,Power.Rating,Adjusted.Tempo
529,NO,94.9,118,44.6,59.1,20.9,18.2,25.5,34.6,31.6,41.2,43.6,57.9,31.4,40.6,-20.3,2018,NO,SMALL,73.4
530,YES,101.9,96.5,48.5,44.3,18.8,21.5,31.7,28.3,39.1,39.2,49.2,45.6,31.7,27.5,-5.4,2018,NO,LARGE,69.9
531,YES,98,94.4,46.9,45.6,19.3,19.1,28.7,32.8,37,33.8,46.6,47.7,31.8,27.3,-3.8,2015,NO,LARGE,64.1
532,NO,104.3,99.8,50.7,49.2,17.9,18.9,30.5,30.8,41,38.7,50.7,46.9,33.7,35.5,-9.2,2015,NO,LARGE,66.1
533,NO,104.8,104,48.2,51.7,17.1,19.1,28.1,34.1,31.1,43.2,46,49.2,34.6,37.7,-8.7,2015,NO,MEDIUM,61.6
534,YES,112,98.1,52.9,48.3,15.8,17.8,31.2,25.2,35.3,31.9,50.2,47,38.4,33.7,-1.5,2016,NO,LARGE,74.4
535,NO,99.9,103.8,49,50.1,19.8,16.5,28.5,29.6,38.4,49.3,49.3,47.2,32.2,36.6,-12.7,2016,NO,MEDIUM,67.6
536,YES,105.6,102.7,49,49.8,16,16.1,30.3,29.8,41.1,31.4,48.3,50.2,34,32.6,-5,2016,NO,MEDIUM,68.4
537,NO,107.6,109.2,49.9,52.4,16.8,18.4,30.7,34.2,31.4,41.4,47,49.4,36.3,38.5,-12.3,2016,NO,MEDIUM,72.8
538,NO,92.8,101,45.2,50,20.6,17.4,26,28.8,33.9,42.1,46.1,48.1,29.2,36.2,-13.5,2016,NO,SMALL,67
539,NO,101.1,107.2,47.9,50.8,16.9,16.7,24.4,30,33.8,36.8,45.2,50.4,34.8,34.4,-11.9,2016,NO,MEDIUM,66.5
540,YES,108.2,99.5,51.2,47.9,18.2,16.2,29.1,24.8,42.3,31.1,50.9,47.5,34.4,32.4,-2.4,2017,NO,LARGE,77.3
541,NO,101.6,113.1,49.4,56.8,18,15.7,26.1,29.2,29.5,28.9,46.9,53.1,37.5,42,-14,2017,NO,SMALL,70.2
542,NO,97.5,106.7,47.1,51.3,19.2,16.8,24.4,32.7,37.6,30.5,43.2,49.2,37,36.3,-13.3,2017,NO,SMALL,67.1
543,YES,106.7,98.2,54.1,51.3,16.8,18.5,22.5,22.8,37.6,28.4,55.3,51.9,34.7,33.6,-1.8,2018,NO,LARGE,68.7
544,YES,104.1,99.3,53.1,46.3,19.6,17.8,22.4,26.4,39.3,41.9,51.7,46.4,36.6,30.7,-5.7,2018,NO,LARGE,68
545,YES,101.8,100.1,49.4,48.9,17.4,17,28,25.7,29.3,36.9,48.4,48.5,33.8,33.3,-7.1,2018,NO,MEDIUM,68
546,NO,99,108.6,48.6,56.6,17.2,18.9,23.7,27.1,30.2,32.4,47.1,55.1,33.8,40,-12.5,2018,NO,SMALL,65.7
547,NO,98.4,102.6,47.7,54.2,19.6,19.2,26.8,23.1,40.5,42.2,44.9,54.1,35.6,36.2,-9.6,2019,NO,MEDIUM,66.5
548,NO,93.6,108.1,47.3,51.8,19.9,16.3,20.3,30.1,39,34.6,45.8,49.2,32.9,37.1,-17.9,2019,NO,SMALL,68.5
549,YES,104.4,97.4,52.4,49.6,18.8,17.5,24.1,22,32.4,37.3,52.4,49.7,34.8,32.9,-3.7,2019,NO,LARGE,68.2
550,YES,111.1,101.5,53.5,48.9,15.1,17.2,28.9,25,30.9,30.6,53.8,49.3,35.4,32,-2.7,2019,NO,LARGE,67.9
551,NO,108.3,98,49.4,47,18.3,19.3,30,34.5,44,41.3,49.1,47.5,33.3,30.7,-6.1,2014,NO,LARGE,63.7
552,YES,95.1,111.7,45.5,49.7,17.6,21.4,33.3,34.7,40.7,40,47.2,50.9,28,31.4,-9.4,2014,NO,SMALL,67.5
553,YES,110.6,96.4,50.1,46.2,15.7,23.2,31.8,36.6,40.2,43,48,43.6,36.2,34.6,0.1,2014,YES,LARGE,72.8
554,YES,105.9,104.5,52.3,48.4,17.7,18.2,26.9,31.5,42.4,36.1,48.3,48.3,38.6,32.5,-7.3,2014,NO,MEDIUM,68.5
555,NO,110.5,103.9,48.9,49.8,17.9,18.8,31.7,33.1,44.1,48.7,50,45.4,31,38.7,-5.4,2014,NO,LARGE,67.9
556,NO,96.7,108.3,46.6,51.5,25,16.3,34,30.4,42.6,45.4,46.3,52.3,31.5,33.1,-17.9,2014,NO,SMALL,67.4
557,NO,92.3,109.6,43.9,52.8,21.5,19.8,29.1,32.4,44.2,40.8,41.5,49.6,32,38.5,-18,2014,NO,SMALL,66.2
558,NO,92,97.1,45.5,47.3,22.1,20.5,30.4,31.2,36.3,38.5,46.4,44.3,28.3,35.6,-12.7,2014,NO,MEDIUM,66.6
559,YES,104.7,108.4,52.5,50,18.1,18,29,34,37.1,32.8,53.8,47.5,33.2,36.4,-8.2,2014,NO,MEDIUM,67.6
560,YES,110.1,103.6,50.2,47.1,18.5,19.2,35.1,31.4,41.8,36.3,50,47.6,33.7,30.6,-5,2014,NO,LARGE,68.1
561,NO,105.9,98.3,47.3,50.1,15.3,17.7,30.4,28.5,37.7,31.4,47.3,51.4,31.4,31.4,-5.6,2014,NO,LARGE,63.8
562,NO,99.9,108,48.1,50.7,17.8,17,29.1,29.1,38.1,45.9,47.3,50.6,33.1,34,-13.8,2014,NO,SMALL,67.3
563,YES,110.9,99.8,50.7,46.9,15.1,15,29.5,29.8,35.6,33.7,50.2,44.3,34.5,35.3,-0.6,2014,NO,LARGE,66.4
564,YES,111.8,109,52.7,50.9,16.5,19.6,31.8,36.3,38,35.3,49.9,51.4,38.6,33.4,-4,2014,NO,MEDIUM,67
565,NO,95.5,112.4,49.3,52,20.3,19.2,28,37.8,38.2,49,46.9,52,36.7,34.5,-16.5,2014,NO,SMALL,72.2
566,NO,97.2,111.1,48.1,50.9,19.9,18.2,28.8,36.4,29.6,34.2,47.3,48.8,33.5,36.6,-14.6,2014,NO,SMALL,70.2
567,NO,99.9,109.8,47.4,51.5,18.9,17.9,34.1,32.4,44.6,36.1,46.7,51.7,32.5,34,-9.7,2014,NO,SMALL,68.8
568,NO,97.4,109,46.8,52.5,17.1,22.1,27,37,33.8,53.6,45.1,52.1,33.3,35.5,-12.6,2014,NO,SMALL,69.5
569,NO,98.7,99.3,47.3,45.5,20.3,15.1,34.8,27.9,34.4,43.1,44.9,43.4,34.5,34.2,-11.6,2014,NO,MEDIUM,62.6
570,NO,110,107.5,46.2,51.5,14.1,16.8,34.7,27.7,47.6,37.4,45.7,48.4,31.6,38.2,-7.7,2014,NO,MEDIUM,66.7
571,NO,101.2,119.4,46.7,56.8,18.2,15.5,28.1,32.7,28.2,47,46.5,54.4,31.4,41,-18.5,2014,NO,SMALL,66.1
572,NO,97.3,112.9,46.3,49.5,19.5,18.1,29,35.7,38.7,41.1,45.8,51.5,31.6,30.7,-15.7,2014,NO,SMALL,59.9
573,NO,105.3,106.5,47.6,53.9,19.7,19.1,33.8,32,42,46.7,46.3,52.9,33.6,37.4,-7.6,2014,NO,MEDIUM,67.6
574,NO,109.9,108.1,50.6,53.3,16.2,17.6,29.9,28.9,42.2,33.6,48.5,49.6,36.3,39.3,-8,2014,NO,MEDIUM,68.5
575,YES,97.9,94.4,44.2,43.8,17.9,22.6,30.4,37.1,43,40.2,43.8,41.2,30,32,-6.1,2014,NO,LARGE,64.8
576,YES,104.1,106.4,52.3,49,17.6,16.8,26.9,31.8,35.8,40.6,50.9,48.6,36.3,33.3,-7.7,2014,NO,MEDIUM,66.4
577,NO,103.6,105.9,49.8,51.1,19.2,18.1,26.5,32.3,49.1,37.7,48.9,49.7,35.3,35.7,-10.6,2014,NO,MEDIUM,67.4
578,NO,96.3,103.2,46,47.1,21.8,16.6,30.5,29.1,34.6,58.6,43.6,45.3,33.3,34.6,-17.5,2014,NO,MEDIUM,66.4
579,NO,100.8,113,47.7,51.2,17.6,18.4,30.3,38.1,35.7,47.8,45,49,35,37,-14,2014,NO,SMALL,66.6
580,NO,93.9,108.1,44.4,47.8,20.4,20.6,35.6,35.8,33.9,56.3,42.5,47.2,32.3,32.8,-13.6,2014,NO,SMALL,71.7
581,NO,101.2,106.9,47.7,47.7,19.5,16.7,33.3,34,36.2,41.4,46.9,46.6,32.7,33.7,-15.1,2014,NO,MEDIUM,65
582,NO,99.7,104.6,47.6,50.8,17.9,20,33.2,31.5,41.2,38.7,47.2,51.2,32.5,33.2,-9.9,2014,NO,MEDIUM,66.8
583,NO,97.9,110.1,48.8,51.8,17.9,18.1,30.3,30.3,36.9,32.8,48.4,51.5,33,34.9,-14.5,2014,NO,SMALL,66.7
584,YES,114,104.3,53.1,49.6,11.9,20.1,24.9,34.1,38.8,36,51.1,48.3,38,34.3,-2.2,2014,NO,LARGE,66
585,YES,109.9,107.5,51.3,51,16.8,19.2,37.3,31.6,42.4,40.4,51.9,50.8,33.2,34.2,-6.3,2014,NO,MEDIUM,69
586,NO,105.8,111.3,52.2,53.7,18.3,18,30.3,33.3,32.4,35,49.7,54.3,38.6,35,-8.8,2014,NO,MEDIUM,64.6
587,NO,105,112.2,48.4,51.9,18.8,15.3,35.5,30.9,45.1,41.2,47.2,49.4,33.4,37.7,-16,2014,NO,MEDIUM,65.5
588,YES,104.2,102.3,49,49.9,18.2,18.8,29.8,27.5,39.4,30.2,46.9,47,35.3,37.4,-6.4,2014,NO,MEDIUM,64.7
589,NO,87.6,105.8,42.1,49.9,24,21.3,31.8,36.3,49.3,54.4,38.9,49.8,32.9,33.4,-19,2014,NO,SMALL,67.6
590,NO,103.1,112,49.4,53.9,18.9,19.2,35.4,31.8,45.4,35.3,47.8,50.7,35.6,38.7,-13.4,2014,NO,SMALL,64.6
591,YES,105.6,101,50.4,49,17.2,17.6,27,28,43.3,43.7,49.8,47.3,34.3,35,-1.6,2014,NO,LARGE,66.7
592,NO,102.9,116.6,48.9,55.7,19.4,18.9,32.7,35.2,42.2,38.9,48.3,54.2,33.5,39,-12.8,2014,NO,SMALL,69.7
593,NO,92.2,111,47.2,51.2,23.8,18.1,31,34.8,38.3,47.3,45.3,51.4,34,33.8,-19.8,2014,NO,SMALL,67.9
594,NO,108.7,115.2,53.7,54.3,18.9,17.7,27.4,33.7,33.3,35.8,50.6,53.4,39.7,37.2,-13.7,2014,NO,MEDIUM,66.3
595,NO,94,112.6,46.7,54.5,20.2,18.5,27.6,34.2,39.8,38.5,46.8,53.5,30.8,37.9,-21.2,2014,NO,SMALL,68.8
596,NO,102.5,111.3,51.3,54.2,17.5,20.1,25.8,31.5,47.9,48.7,49.7,55.2,35.5,35.1,-9.8,2014,NO,SMALL,70.4
597,NO,102.5,118.3,49.4,54.6,18.6,15.6,31,33.9,37.8,30.9,47.8,52.5,34.5,39,-15.2,2014,NO,SMALL,68.1
598,NO,103.8,102.8,48.6,49.8,18.2,18.7,34.5,33.5,30.8,37.2,49.1,50,31.6,32.9,-7.9,2014,NO,MEDIUM,66.4
599,NO,102.3,107.5,51.9,51.2,20.7,18.1,26.8,31.5,38,42.1,51.6,51,35,34.5,-15.4,2014,NO,MEDIUM,63.7
600,NO,104.7,106,47.1,52,17.3,19.7,32.4,36.2,36.4,43.1,48,50.8,29.8,36.5,-9.3,2014,NO,MEDIUM,70
601,NO,99.2,120.6,45,54.3,18.7,19,32.3,35.9,42.3,43.6,43.4,53,32.1,38.1,-18.7,2014,NO,SMALL,66.8
602,YES,114.4,98.4,51.6,48.7,18.1,18.7,31.4,31.2,39.7,40.2,50.6,47.1,35.5,34.4,0.5,2014,YES,LARGE,65
603,YES,111.1,102,48.2,48.4,15.9,19.9,33.1,35.5,39.6,43.3,46.5,46.2,33.9,34.7,-2.7,2014,NO,LARGE,69.8
604,NO,100.7,102.5,48.5,51.1,20.2,20.3,28.6,31.5,43.3,33,49.5,52.3,30.7,32.6,-9,2014,NO,MEDIUM,68.4
605,YES,109.1,105.3,53.7,49.4,18,17,31.7,31.3,45.9,35,52.2,49.8,37.6,32.2,-5.9,2014,NO,LARGE,67.5
606,NO,93.7,106,45.8,51.2,20,20.8,29.7,29.8,29.4,43.2,43.7,49.8,32.9,35.7,-15.8,2014,NO,SMALL,63.6
607,NO,97.4,111.3,49.8,51.7,18.2,19.2,28.2,31.2,39.5,60.7,52.2,52.2,30.4,33.7,-10.4,2014,NO,SMALL,65.5
608,YES,101.9,108.5,50.1,49.4,20.4,19.1,36.8,32.7,38.4,44.6,49.5,47.8,34.4,34.7,-9.5,2014,NO,MEDIUM,64.4
609,NO,101.8,110.8,49.4,51.3,21.9,15.5,34,31.1,40.5,40.2,47.4,50.1,35.4,36.3,-8.9,2014,NO,SMALL,68.8
610,NO,100.6,104.5,48,50.8,20,17.1,32.7,29.7,44.4,33.4,47.7,48.7,32.4,37.1,-13.6,2014,NO,MEDIUM,65.1
611,NO,102.5,117,50.6,53.3,17.8,16.8,28.4,32.2,35.7,48.8,49.4,51.7,34.9,37.7,-16.1,2014,NO,SMALL,63.4
612,NO,113.5,104.9,51.7,51.4,15.9,16.8,32.1,30.1,30,32.1,50.7,48.2,35.8,38.5,-4.6,2014,NO,LARGE,64.7
613,NO,100.2,100.4,47.7,47.8,20.4,19.7,33.2,29.5,39.3,44.6,47.2,45,32.6,35.8,-9.1,2014,NO,MEDIUM,64.2
614,YES,108.4,106.9,50.3,52.9,18,17.3,31.2,26.8,40.6,52.7,48.4,49.7,36.2,38.7,-6.1,2014,NO,MEDIUM,67.7
615,NO,98.6,105.7,49.7,48.9,22.9,18.2,28.6,34.5,39.1,49.5,50.3,44.4,32.1,38.3,-12.9,2014,NO,MEDIUM,70.1
616,NO,107.1,106.8,51.1,50,18.1,15.1,30.9,32.4,39,38.3,49.5,47.5,36.2,36.7,-7.5,2014,NO,MEDIUM,66.9
617,NO,101.5,111.5,51.7,53.3,17.1,19.5,26.3,32.5,39.6,41.5,50.5,52.9,36.1,36.4,-10.4,2014,NO,SMALL,66.5
618,NO,95.4,112.8,46.8,51.8,20.4,19.5,31.1,36.9,40.6,50.1,44.8,51.7,33.9,34.7,-17.2,2014,NO,SMALL,67.5
619,YES,107.1,113.7,51.9,52.4,15.8,17.5,31.5,31.5,40.4,39,51.3,50.4,35.7,38.3,-8.1,2014,NO,MEDIUM,67.8
620,NO,103.6,98.6,48.6,46.9,20.8,17.4,32.9,31.3,46.2,43,49.2,48.5,31.5,28.6,-6.2,2014,NO,LARGE,66.4
621,NO,105.2,111.1,50.6,53.9,19,19.2,31.2,31.6,45.7,43.8,45.7,51.7,39.7,38.5,-10.5,2014,NO,MEDIUM,67.1
622,NO,104,110.4,50.9,52.7,17.6,18.1,29.9,31.1,35.1,48.5,48.8,53,37,34.9,-12.1,2014,NO,MEDIUM,64.3
623,YES,111.9,99.8,51.4,49.7,18.2,18.1,35.8,29.7,48,40.9,48.3,49.1,38.1,34.2,-1.8,2014,NO,LARGE,63.3
624,YES,105.1,107.4,51.7,50.4,18.9,20.6,33.5,31.7,52.1,49.9,48.9,49.5,38.2,35.1,-5.3,2014,NO,MEDIUM,66
625,NO,99.8,117.1,51.8,53.3,18.9,17.1,27.1,33.7,38.9,49.1,53,52.3,32.6,36.8,-15.3,2014,NO,SMALL,67.3
626,NO,105.7,101.6,51,49.4,18.7,17.5,27.8,30.1,41.5,37.7,47.9,47.9,38,35,-7.5,2014,NO,LARGE,63.4
627,NO,92.8,105.6,44.7,50,20.3,14.9,28.1,30.5,33,45.9,40.7,48.5,32.8,35.2,-15.3,2014,NO,SMALL,66.3
628,NO,108.8,99.8,52.4,50.2,18.1,18.2,26.4,28.3,43.1,41.6,51.6,49.1,35.8,34.9,-5,2014,NO,LARGE,66
629,YES,101.3,100.4,45.8,46.6,20.2,18.6,36.6,33.1,41.7,51.5,44.8,45.3,32.8,33,-9.7,2014,NO,MEDIUM,66.4
630,NO,91.2,112,43.5,50.2,22.5,17.7,35.5,34.3,33.6,44.6,44.2,50,28,33.8,-16,2014,NO,SMALL,66.6
631,YES,105.2,103.4,49.6,51.3,17.9,16.3,30.4,22.1,43.7,38.4,48.9,50.3,33.9,35.5,-5.8,2014,NO,MEDIUM,67.5
632,NO,101.2,104.2,46.2,49.7,19.2,17.5,31.6,31.8,43.8,33.9,48.3,47.3,25.8,37,-9.6,2014,NO,MEDIUM,65.9
633,NO,98,112.6,50,50.6,18.5,15.9,25.3,33.5,39,43.9,47.5,50.9,36.5,33.3,-14,2014,NO,SMALL,65
634,YES,97.2,99.4,49.3,42.8,20.5,18.3,32,30.1,39.3,53.7,48.2,41.4,34.6,30.5,-7.3,2014,NO,MEDIUM,67.6
635,YES,104.2,104.7,50,48.1,18.7,19,34,26.9,38.4,42.1,48.8,47.3,35.4,32.9,-5.2,2014,NO,MEDIUM,66.1
636,NO,99.5,102.7,44.6,50.3,17.6,18.9,24.6,39,44.8,35.4,43.3,49.8,31.9,34.3,-8.8,2014,NO,MEDIUM,65.9
637,NO,100.3,107.6,50,51.5,22.4,19.5,35.5,31.6,46.1,54.3,50.5,50.5,32.6,35.6,-10.7,2014,NO,MEDIUM,68.1
638,YES,103.4,109.8,51.8,50.9,19.2,18.5,34.3,32.3,43.9,45.3,50.6,50.8,37.2,34,-9.4,2014,NO,MEDIUM,62.2
639,NO,110,101.6,49.7,49.9,18.8,17.9,37.6,32.9,38.7,42,50.7,50,31.1,33,-3.8,2014,NO,LARGE,62.5
640,NO,96,117.8,47.7,51.6,19.2,14.8,27,34.6,34.4,36.4,45.1,51.1,35.7,35.1,-20.1,2014,NO,SMALL,65.6
641,YES,103.5,102.7,45.3,46.7,18.5,15.3,39.8,29.7,41.6,30.9,45.5,46.2,30,31.9,-6.6,2014,NO,MEDIUM,68.6
642,NO,106.7,105.9,49,51.9,20,17.2,38.1,33.1,38.2,36.6,49.1,51,32.6,36,-7.7,2014,NO,MEDIUM,67.9
643,NO,97.5,107.4,48.2,52.5,18.3,19.3,25.7,31.2,40.9,43.3,49.4,52.7,30.5,34.7,-12.9,2014,NO,SMALL,70.3
644,YES,107.9,98.1,48.9,44.5,16.6,15.3,34.2,31,39.5,25.7,48.7,44.2,32.9,30.2,-3.9,2014,NO,LARGE,67.2
645,NO,102.8,101.5,47.8,48.9,19.6,15.7,30.6,32.2,42.3,38.7,49.7,49.2,28.5,32.1,-8.7,2014,NO,MEDIUM,70.3
646,NO,104.4,109.1,49.9,51.6,18.9,17.1,31.3,31.8,43.3,42.7,48.8,48.4,34.4,37.6,-9.2,2014,NO,MEDIUM,69.7
647,YES,110.4,96.2,53.1,47.3,18.3,18.8,28.2,29.2,39.8,36.2,53.7,46.7,34.5,32.6,-0.4,2014,NO,LARGE,65.3
648,NO,100,99,47.1,47,19.7,13,31.7,29.5,38.1,33.5,43.1,45.6,36.1,32.6,-10.1,2014,NO,MEDIUM,64.5
649,YES,107.3,110.1,49.9,49.9,13.6,15.6,31.3,32.9,34.5,36.8,51.2,49.4,31.8,34,-8,2014,NO,MEDIUM,75.1
650,YES,111.2,104.2,49.6,51.8,16.5,16.3,32.2,29.2,37.1,41.4,49.1,53.3,33.9,31.8,-3.6,2014,NO,LARGE,68.8
651,YES,102.5,110,48.2,50.5,17.8,19.8,35.4,32.7,36.8,58,46.1,50.8,34.9,33.2,-9.9,2014,NO,MEDIUM,67.7
652,NO,93.9,103.1,49.1,48.6,21.6,18.7,24.9,28.6,38.9,47.1,48.3,46.9,34,34.8,-14.4,2014,NO,SMALL,62.6
653,YES,103.2,108.9,50.9,52.5,18.6,19.9,28.9,30,41,45.1,46.2,51.5,39.3,36.4,-8.2,2014,NO,MEDIUM,66.2
654,YES,99.5,97.3,51.2,48.6,20.3,23.6,23.5,29,43,45,49.3,48.2,36.5,33,-8.1,2014,NO,MEDIUM,65.2
655,NO,98.8,103.9,48.6,49.5,20.6,20.7,33,33.2,38.1,33.2,48.5,49.4,32.6,33.1,-10.8,2013,NO,MEDIUM,69.5
656,NO,100.2,100.8,48,53.1,19.4,24.2,31.7,31.9,34.1,42.5,48.1,51.8,31.8,36.9,-8.3,2013,NO,MEDIUM,63.1
657,NO,100.3,108.6,48.6,51.7,17.5,18.9,27.4,35.4,30.1,29.3,46.6,49.9,35.2,36.6,-11.7,2013,NO,SMALL,70.7
658,NO,104.1,97.1,48.7,46.9,20,16.9,27.5,31.8,31.1,30.6,46.6,44.8,35.5,33.9,-6.7,2013,NO,LARGE,62.2
659,NO,99.2,93.7,47.2,46.8,18.4,20.4,32,31.8,33.1,32.9,47.1,44.4,31.7,34.8,-7.7,2013,NO,LARGE,62.3
660,NO,99.6,96.5,48.5,50.8,20.7,20.5,27.7,30.8,43.7,35.5,47.1,49.5,34.5,35.9,-7.5,2013,NO,MEDIUM,69.2
661,NO,100.1,100.1,46.7,48.7,18.9,18.8,33.3,26,33.5,43.4,44.9,47.5,33.5,34.2,-11.9,2013,NO,MEDIUM,61.9
662,NO,97.4,104.2,47.9,52.5,24.7,23.2,39.5,30.2,39,59.4,48.5,51.8,31.2,36,-11.9,2013,NO,MEDIUM,69.7
663,NO,99.3,104.6,52.6,50.8,23.1,17.4,31.3,31,34.8,28.9,52.8,51.3,34.8,33.2,-10.8,2013,NO,MEDIUM,68.8
664,NO,105.5,100.9,52.2,51.4,19.8,18.8,24.5,28.7,37.5,38.5,48.9,50.2,37.9,35.6,-7.1,2013,NO,LARGE,68.9
665,NO,97.5,103.1,49.5,52,20.3,19.7,31.4,26.6,38.4,37.8,47.5,52.3,35.4,34.1,-12.3,2013,NO,MEDIUM,66.2
666,NO,91.9,98,43.3,47,20.3,21.4,33.9,28,37.7,49.5,40.5,47.1,32.2,31.2,-11.9,2013,NO,MEDIUM,63.1
667,NO,109,100,49.7,48.5,19.6,17.6,34.4,32.4,37,30.1,47.8,47.1,36.4,34.4,-7.3,2013,NO,LARGE,68.8
668,YES,101.7,103.2,48.3,48.6,17.9,21.3,28.8,34.4,37.5,35.9,47.4,46.7,33.5,34.4,-7.9,2013,NO,MEDIUM,67.9
669,YES,101.5,105.2,50.2,49,20.7,17.4,35.3,29.5,36,32.7,50.1,45.6,33.7,36.6,-7.8,2013,NO,MEDIUM,69.6
670,YES,97.9,103.5,48,48,17.9,19.7,34.1,31.5,32.7,41.5,48.2,47.6,31.6,32.5,-10.2,2013,NO,MEDIUM,66.1
671,NO,104.2,103.3,51.7,48.7,20.7,18.6,31.7,29.7,36.9,36.8,49.2,46,37.1,35.8,-10.1,2013,NO,MEDIUM,68.3
672,NO,98.5,105.5,48.3,50.8,23.1,19.7,35.9,29.5,46.6,36.2,47.9,50,32.7,34.9,-9.7,2013,NO,MEDIUM,66.1
673,NO,107.3,97.9,48.7,47.9,21.3,19.6,35.8,34.4,32.4,39.8,47,47.7,35.7,32.2,-4.1,2013,NO,LARGE,64.5
674,NO,101.4,103.6,46.5,49.3,20.2,15.7,41.3,25.8,41.1,42.2,45.4,45.9,33.5,37.8,-11.6,2013,NO,MEDIUM,66.6
675,NO,100,98,48.4,50.7,21.8,22.4,33.5,30.8,29.4,38.6,47.9,49,32.8,36.1,-8.2,2013,NO,MEDIUM,71.2
676,NO,101.4,96.1,45.4,48.6,17.3,18,26.1,30.7,28.4,38.9,45.1,48,30.7,33.4,-3.4,2013,NO,LARGE,62.2
677,YES,109.2,103.5,54.7,51.9,18.5,19.1,23.7,31.8,30.8,36.6,52.9,54.2,38.1,32.4,-2.9,2013,NO,LARGE,64.4
678,YES,91.3,100.8,44.7,46.9,20.9,23.5,31.5,35.6,33,37.7,44.4,46.4,30.2,31.7,-8.2,2013,NO,SMALL,68.2
679,YES,99.6,91.1,46.8,45.4,19.3,19,32.6,28.3,28,33,46.4,43.8,31.8,32.3,-4.8,2013,NO,LARGE,66.4
680,YES,93.8,101.2,46.4,48.8,22.3,23.2,31.8,32.6,42.7,42.9,44.7,47.6,33.8,34,-9.7,2013,NO,SMALL,68.1
681,NO,97.9,99.7,48.6,47.8,21.7,18.9,30.1,29.6,43.6,41.3,48.2,45.8,32.9,34.2,-7.9,2013,NO,MEDIUM,67.9
682,NO,101.6,93.9,48.4,46,19.5,18.5,27.9,29.5,35.1,33.5,45.3,45.7,35,31.1,-6.2,2013,NO,LARGE,61
683,NO,101.3,94,45.7,42.9,21.4,19.1,34.6,33.8,40.4,41.9,46,42.8,30.1,28.9,-4.2,2013,NO,LARGE,66.1
684,NO,108.6,102,51,51.1,17.7,17.9,28.1,30.7,39.7,29.1,49.7,48.7,35.3,37.5,-5.4,2013,NO,LARGE,64.2
685,YES,103.2,101.1,52.2,47.4,18.8,21.5,25.9,31.2,26.5,33.2,49.9,47.8,37,31.1,-6.9,2013,NO,MEDIUM,66.2
686,YES,111.8,99.4,53,49.2,21.7,21,35.2,30.4,39.7,37.5,51.1,47.4,38.4,35.3,-4.6,2013,NO,LARGE,66.4
687,YES,100.5,94.7,48.2,46.5,19.6,18.2,26.6,29.8,42.1,38.7,48.4,45.6,32,32.4,-3.5,2013,NO,LARGE,65.3
688,YES,97.5,101.3,48.3,45.3,22.3,21.8,38,35.6,39.2,38.2,49.8,45.1,29.2,30.6,-11,2013,NO,MEDIUM,67.5
689,YES,86.1,90.7,44.9,43.5,27.1,26,34.4,32.5,35.3,45.3,45.3,43.6,29,28.8,-8.1,2013,NO,MEDIUM,63.2
690,YES,101.5,98.8,47.9,47.7,20.8,18,32.8,26.7,40.2,33.9,47.3,45.8,33,34,-7.9,2013,NO,MEDIUM,64.3
691,YES,96.2,98.7,46,46.7,19.5,19.5,28.2,30.3,35.4,34.9,43.5,44.7,33.5,33.7,-8.9,2013,NO,MEDIUM,64.6
692,YES,96.8,95.8,45.7,46.7,18.9,23.1,33.5,30.3,44.2,35.7,45.6,45,30.7,33.5,-7.8,2013,NO,MEDIUM,65.5
693,YES,98.9,101.8,48.9,51.1,21.7,25.6,31.3,36,35.8,37.1,48.3,52.5,33.3,32.3,-7.9,2013,NO,MEDIUM,69.3
694,YES,108.3,96.3,51.8,48.4,18.7,21,29.5,31.4,34.4,34,51.7,47.3,34.7,33.4,-5.2,2013,NO,LARGE,70.4
695,YES,109.1,94.1,47.5,46.8,17.3,19.2,32.1,28.5,33.4,33.7,44.3,45.7,35.9,33.3,-2.2,2013,NO,LARGE,68.2
696,YES,96.3,96.4,49.3,45.6,23,22.9,30.6,31.1,45.5,38.8,48.8,45.7,33.6,30.4,-5.2,2013,NO,MEDIUM,64.3
697,YES,107.6,108,54.4,51.8,19.2,17.6,30.5,29.7,37,30.2,54.9,51.1,35.6,35.2,-6.4,2013,NO,MEDIUM,66.5
698,YES,105.3,95.1,48.4,49.2,16.3,24.6,31.7,33.5,35.1,44.4,50,46.9,30,35.9,-2.4,2013,NO,LARGE,71.2
699,YES,105.2,102.6,48.3,51.7,16.4,22.5,32.5,33,38,40.6,47.9,50,32.7,36.5,-6.9,2013,NO,MEDIUM,69.4
700,YES,96.8,96.7,46.4,45.8,22.1,22.8,36.2,31.1,36.4,43.9,44.3,44.3,34.2,31.9,-6.6,2013,NO,MEDIUM,66.9
701,YES,102.4,102.5,46.3,46.5,18.7,15.9,33.1,32,42,33,46.2,44.2,30.9,34.4,-6.1,2013,NO,MEDIUM,67.5
702,YES,104.5,102.1,49.9,49.3,20.5,18.7,35.9,31.4,38,27.5,49.3,47.8,34.5,35.4,-8,2013,NO,MEDIUM,66.3
703,YES,98.8,97.9,48,44.2,18.6,16.3,30.4,31.2,30.2,37.9,47.4,42.5,32.8,32.3,-8.2,2013,NO,MEDIUM,66.3
704,YES,95.3,94.6,47.7,44.4,21.5,21.6,33.5,32.2,28.9,45.6,47.8,43.2,31.6,32,-8.4,2013,NO,MEDIUM,61.9
